log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
27,1024,131072,0.5,1,48.598597350,8.363777058,0.093660301,8703899
27,1024,131072,0.5,1,48.365606701,7.184912076,0.094784297,8689243
27,1024,131072,0.5,1,48.423626388,6.973092141,0.097708716,8656535
27,1024,131072,0.5,2,25.605868999,7.884179721,0.083252968,8703899
27,1024,131072,0.5,2,25.299787630,7.358358323,0.084140878,8689243
27,1024,131072,0.5,2,25.369388138,6.918393353,0.083153245,8656535
27,1024,131072,0.5,4,14.696305658,8.530848906,0.075473766,8703899
27,1024,131072,0.5,4,14.358320064,7.317357233,0.075052366,8689243
27,1024,131072,0.5,4,14.439686376,7.125462396,0.073218943,8656535
27,1024,131072,0.5,8,8.439040908,8.153681040,0.071712102,8703899
27,1024,131072,0.5,8,8.506363200,6.874269021,0.069693196,8689243
27,1024,131072,0.5,8,8.265988485,6.998851277,0.069072870,8656535
27,1024,131072,0.5,16,5.850533869,7.021202568,0.072154082,8703899
27,1024,131072,0.5,16,5.517063292,7.238296430,0.070629557,8689243
27,1024,131072,0.5,16,5.464493166,6.680355849,0.083328374,8656535
28,1024,262144,0.5,1,99.951784337,18.038902450,0.097545274,8848127
28,1024,262144,0.5,2,52.476021199,15.747659090,0.084461120,8848127
28,1024,262144,0.5,4,29.778392512,17.716084852,0.078893800,8848127
28,1024,262144,0.5,8,17.774327940,15.903558615,0.073182066,8848127
28,1024,262144,0.5,16,12.114775655,14.868198052,0.072867469,8848127
29,1024,524288,0.5,1,210.263272763,36.084359552,0.103010392,9016451
29,1024,524288,0.5,2,113.413013560,37.456757125,0.097950634,9016451
29,1024,524288,0.5,4,65.193565780,35.413835396,0.083280802,9016451
29,1024,524288,0.5,8,35.305251334,32.785276820,0.075485320,9016451
29,1024,524288,0.5,16,24.112809487,32.717521061,0.072456632,9016451
30,1024,1048576,0.5,1,461.437101120,74.708452788,0.099399970,9202471
30,1024,1048576,0.5,2,243.803548575,74.165151413,0.084451515,9202471
30,1024,1048576,0.5,4,127.600329503,75.112261137,0.076034437,9202471
30,1024,1048576,0.5,8,74.655997579,72.251373468,0.074256794,9202471
30,1024,1048576,0.5,16,57.281697624,70.531269453,0.073976728,9202471
