log_n,m,k,rho,threads,commit_time,prove_time,verify_time,proof_size
26,1024,65536,0.5,4,1.961229537,1.022514860,0.036250613,4554039
26,1024,65536,0.5,8,1.352968099,1.053878901,0.041797109,4544307
26,1024,65536,0.5,8,1.367851411,1.004257167,0.039960468,4548247
26,1024,65536,0.5,8,1.359725479,0.934677354,0.038052945,4554039
26,1024,65536,0.5,16,1.100091478,1.051825457,0.040108772,4544307
26,1024,65536,0.5,16,1.094134001,1.011470310,0.038279020,4548247
26,1024,65536,0.5,16,1.085914112,0.935134424,0.037901882,4554039
27,1024,131072,0.5,1,11.922716277,2.132796276,0.042008646,4697372
27,1024,131072,0.5,1,11.919402741,2.006365539,0.043407048,4673207
27,1024,131072,0.5,1,11.654868127,2.179227574,0.045167479,4696731
27,1024,131072,0.5,2,6.714688092,2.259883739,0.033948631,4697372
27,1024,131072,0.5,2,6.719650406,2.064230010,0.034678998,4673207
27,1024,131072,0.5,2,6.613851394,2.026366579,0.036383056,4696731
27,1024,131072,0.5,4,4.009102585,2.108368734,0.030397609,4697372
27,1024,131072,0.5,4,3.924749184,2.087797222,0.029002967,4673207
27,1024,131072,0.5,4,3.921802467,2.073808900,0.027340998,4696731
27,1024,131072,0.5,8,2.811166817,2.025523419,0.028908595,4697372
27,1024,131072,0.5,8,2.723531801,1.976149704,0.027174185,4673207
27,1024,131072,0.5,8,2.716101970,1.867699990,0.026657433,4696731
27,1024,131072,0.5,16,2.218326263,2.091648210,0.036860768,4697372
27,1024,131072,0.5,16,2.261504006,1.938780895,0.038432804,4673207
27,1024,131072,0.5,16,2.144829753,1.874614949,0.038899115,4696731
28,1024,262144,0.5,1,23.619606911,5.091223489,0.052532058,4847103
28,1024,262144,0.5,2,13.311589606,4.608214802,0.042217860,4847103
28,1024,262144,0.5,4,8.146350975,4.158907319,0.031584886,4847103
28,1024,262144,0.5,8,5.709761774,4.050370694,0.029395985,4847103
28,1024,262144,0.5,16,4.620536605,3.965480551,0.029439857,4847103
